0ii100677_it5.slc 0.70631
0ii100878_it5.slc 1.9375
0ii100988_it5.slc 0.915157
0ii101001_it5.slc 0.979603
0ii101005_it5.slc 1.86512
0ii101012_it5.slc 2.80613
0ii101026_it5.slc 0.826765
0ii101036_it5.slc 3.33288
0ii101039_it5.slc 2.87137
0ii101068_it5.slc 1.88465
0ii101089_it5.slc 3.72239
0ii101116_it5.slc 1.42667
0ii101144_it5.slc 0.790898
0ii101203_it5.slc 0.852767
0ii101246_it5.slc 2.39522
0ii101297_it5.slc 3.33707
0ii101621_it5.slc 3.27864
0ii101667_it5.slc 2.54195
0ii101693_it5.slc 3.22383
0ii101838_it5.slc 2.16069
0ii102106_it5.slc 8.59587
0ii102109_it5.slc 2.24546
0ii102122_it5.slc 4.73114
0ii102197_it5.slc 0.731413
0ii102198_it5.slc 1.15645
0ii102286_it5.slc 2.31784
0ii1262_it5.slc 0.572524
0ii2769_it5.slc 3.18214
0ii3326_it5.slc 2.38357
0ii3358_it5.slc 0.716246
0ii3374_it5.slc 1.3969
0ii3436_it5.slc 2.61406
0ii3610_it5.slc 1.85143
0ii3707_it5.slc 2.74545
0ii3747_it5.slc 4.01532
0ii3838_it5.slc 1.52932
0ii3871_it5.slc 1.63214
0ii3881_it5.slc 6.97346
0ii388_it5.slc 1.16655
0ii3909_it5.slc 0.910651
0ii3927_it5.slc 1.40494
0ii3934_it5.slc 1.42617
0ii3977_it5.slc 3.7768
0ii4013_it5.slc 4.12203
0ii4393_it5.slc 2.77295
0ii4523_it5.slc 3.5222
0ii4808_it5.slc 1.6827
0ii4971_it5.slc 1.63722
0ii5019_it5.slc 1.34985
0ii5107_it5.slc 2.21171
0ii5329_it5.slc 2.11372
0ii5375_it5.slc 2.89112
0ii5403_it5.slc 2.22418
0ii5513_it5.slc 2.14735
0ii5547_it5.slc 2.12418
0ii5702_it5.slc 1.45472
0ii5761_it5.slc 2.11593
0ii6029_it5.slc 2.56518
0ii7008_it5.slc 3.64559
0ii7161_it5.slc 5.05083
0ii77_it5.slc 1.50794
0ii8247_it5.slc 1.7493
0ii8471_it5.slc 6.71145
0ii9096_it5.slc 2.27309
0ii9107_it5.slc 0.655586
0ii9171_it5.slc 2.17009
0ii9182_it5.slc 2.01546
0mi100002_it5.slc 0.577923
0mi100018_it5.slc 1.26524
0mi100055_it5.slc 2.65766
0mi100067_it5.slc 1.23722
0mi10006_it5.slc 1.19696
0mi10014_it5.slc 3.18243
0mi100455_it5.slc 2.78464
0mi100502_it5.slc 0.874165
0mi100511_it5.slc 1.01096
0mi100753_it5.slc 0.572566
0mi100804_it5.slc 15.3121
0mi100972_it5.slc 2.34145
0mi10105_it5.slc 3.16653
0mi101252_it5.slc 0.00911409
0mi101267_it5.slc 0.14616
0mi101439_it5.slc 1.4987
0mi101519_it5.slc 1.39359
0mi10154_it5.slc 2.01952
0mi101576_it5.slc 1.24068
0mi101590_it5.slc 1.23744
0mi101617_it5.slc 2.4395
0mi101640_it5.slc 1.71148
0mi101649_it5.slc 0.430824
0mi101656_it5.slc 0.915157
0mi101678_it5.slc 0.12359
0mi101686_it5.slc -0.307433
0mi101694_it5.slc 0.990689
0mi101716_it5.slc 6.05839
0mi101731_it5.slc 3.96328
0mi101746_it5.slc 1.92888
0mi101753_it5.slc 2.18426
0mi101761_it5.slc 2.68046
0mi101764_it5.slc 2.06587
0mi101782_it5.slc 2.49941
0mi101789_it5.slc 1.30761
0mi101797_it5.slc 2.41151
0mi101804_it5.slc 1.1187
0mi101805_it5.slc 0.806548
0mi101886_it5.slc 0.413827
0mi101992_it5.slc 0.67267
0mi102033_it5.slc 0.140408
0mi102052_it5.slc 1.27433
0mi102191_it5.slc 1.61469
0mi102267_it5.slc 0.401001
0mi102429_it5.slc 1.71431
0mi102484_it5.slc 1.19225
0mi102520_it5.slc 3.16539
0mi102533_it5.slc 1.15164
0mi102582_it5.slc 18.7603
0mi102585_it5.slc 0.730929
0mi102694_it5.slc 0.624868
0mi102697_it5.slc 2.14345
0mi102786_it5.slc 0.264425
0mi102853_it5.slc 1.5621
0mi102_it5.slc 0.69973
0mi103113_it5.slc 3.99947
0mi10312_it5.slc 0.987311
0mi103161_it5.slc 5.26236
0mi103168_it5.slc 1.45025
0mi103207_it5.slc 0.0283375
0mi103536_it5.slc 3.84166
0mi103560_it5.slc 1.82246
0mi104094_it5.slc 1.18668
0mi10418_it5.slc 16.6998
0mi104194_it5.slc 1.13684
0mi10426_it5.slc 0.114835
0mi104365_it5.slc 7.59251
0mi104411_it5.slc 2.98954
0mi104440_it5.slc 1.94099
0mi10643_it5.slc 0.161757
0mi107_it5.slc 1.13253
0mi10904_it5.slc 1.95163
0mi10976_it5.slc 0.11244
0mi11051_it5.slc 0.525776
0mi11134_it5.slc 2.87504
0mi11218_it5.slc 3.34464
0mi11251_it5.slc 6.82485
0mi11271_it5.slc 0.164811
0mi11364_it5.slc 1.63159
0mi1142_it5.slc 6.01425
0mi11506_it5.slc 0.274671
0mi1155_it5.slc -0.0285257
0mi11640_it5.slc 1.01248
0mi11646_it5.slc 0.187568
0mi11675_it5.slc 1.45719
0mi11716_it5.slc 1.2426
0mi11720_it5.slc 0.808902
0mi1177_it5.slc 2.37486
0mi1178_it5.slc 0.605092
0mi11792_it5.slc 0.126647
0mi1186_it5.slc 6.53865
0mi11917_it5.slc 4.60043
0mi11955_it5.slc -0.168672
0mi12038_it5.slc 2.62605
0mi12132_it5.slc 3.88174
0mi12211_it5.slc 2.65198
0mi12232_it5.slc 0.850788
0mi12242_it5.slc 1.29778
0mi12247_it5.slc 0.976711
0mi12251_it5.slc 1.92386
0mi12274_it5.slc 2.00533
0mi12277_it5.slc 0.181433
0mi12294_it5.slc 0.531873
0mi12312_it5.slc 1.14421
0mi12318_it5.slc 0.398369
0mi12353_it5.slc 1.35951
0mi12370_it5.slc 1.87195
0mi1283_it5.slc 0.910513
0mi1303_it5.slc 1.36126
0mi1311_it5.slc 2.98726
0mi1316_it5.slc 1.54542
0mi1353_it5.slc 3.19919
0mi1444_it5.slc 9.97016
0mi1475_it5.slc 1.47878
0mi1584_it5.slc 1.25552
0mi158_it5.slc 1.09799
0mi1616_it5.slc 1.90327
0mi166_it5.slc 1.28544
0mi1676_it5.slc 1.34868
0mi169_it5.slc 1.32838
0mi175_it5.slc 3.12204
0mi1882_it5.slc 1.78466
